Start,Thu, 14 Feb 2019 00:27:50 
End,Thu, 14 Feb 2019 00:27:55 
Starting time: Thu, 14 Feb 2019 06:18:39 
Starting time: Thu, 14 Feb 2019 06:27:45 
Ending time: Thu, 14 Feb 2019 06:28:21 
Starting time: Thu, 14 Feb 2019 06:28:27 
Starting time: Thu, 14 Feb 2019 06:29:08 
Ending time: Thu, 14 Feb 2019 06:29:51 
Starting time: Thu, 14 Feb 2019 06:30:00 
Starting time: Thu, 14 Feb 2019 06:34:16 
Ending time: Thu, 14 Feb 2019 13:00:14 
Starting time: Thu, 14 Feb 2019 22:43:03 
Ending time: Thu, 14 Feb 2019 22:45:18 
Starting time: Thu, 14 Feb 2019 22:45:40 
Starting time: Thu, 14 Feb 2019 23:00:32 
Starting time: Thu, 14 Feb 2019 23:02:43 
Starting time: Thu, 14 Feb 2019 23:10:21 
Starting time: Thu, 14 Feb 2019 23:13:35 
Ending time: Thu, 14 Feb 2019 23:14:16 
Starting time: Thu, 14 Feb 2019 23:16:42 
Ending time: Thu, 14 Feb 2019 23:17:40 
Starting time: Thu, 14 Feb 2019 23:17:45 
Starting time: Thu, 14 Feb 2019 23:19:39 
Starting time: Thu, 14 Feb 2019 23:44:58 
Starting time: Thu, 14 Feb 2019 23:51:56 
Starting time: Thu, 14 Feb 2019 23:51:58 
Ending time: Thu, 14 Feb 2019 23:52:44 
Starting time: Fri, 15 Feb 2019 00:28:56 
Ending time: Fri, 15 Feb 2019 00:30:30 
Starting time: Fri, 15 Feb 2019 00:30:50 
Ending time: Fri, 15 Feb 2019 00:32:35 
Starting time: Fri, 15 Feb 2019 00:32:45 
Starting time: Fri, 15 Feb 2019 02:51:42 
Ending time: Fri, 15 Feb 2019 02:52:56 
Starting time: Fri, 15 Feb 2019 03:24:51 
Starting time: Sat, 16 Feb 2019 22:02:17 
Ending time: Sat, 16 Feb 2019 22:04:18 
Starting time: Sat, 16 Feb 2019 22:09:10 
Starting time: Sat, 16 Feb 2019 22:11:00 
Starting time: Sat, 16 Feb 2019 22:13:29 
Starting time: Sat, 16 Feb 2019 22:15:29 
Starting time: Sat, 16 Feb 2019 22:21:14 
Starting time: Sat, 16 Feb 2019 22:22:16 
Starting time: Sat, 16 Feb 2019 23:44:59 
Starting time: Sat, 16 Feb 2019 23:46:59 
Starting time: Sat, 16 Feb 2019 23:48:19 
Starting time: Sat, 16 Feb 2019 23:56:04 
Starting time: Sat, 16 Feb 2019 23:57:15 
Starting time: Sat, 16 Feb 2019 23:59:21 
Starting time: Sun, 17 Feb 2019 00:02:23 
Starting time: Sun, 17 Feb 2019 00:02:52 
Starting time: Sun, 17 Feb 2019 00:03:47 
Starting time: Sun, 17 Feb 2019 00:04:51 
Starting time: Sun, 17 Feb 2019 00:06:19 
Starting time: Sun, 17 Feb 2019 02:38:36 
Starting time: Sun, 17 Feb 2019 02:40:05 
Ending time: Sun, 17 Feb 2019 02:40:42 
Starting time: Sun, 17 Feb 2019 02:40:54 
Starting time: Sun, 17 Feb 2019 02:42:51 
Starting time: Sun, 17 Feb 2019 02:46:32 
Starting time: Sun, 17 Feb 2019 02:47:42 
Starting time: Sun, 17 Feb 2019 02:50:17 
Ending time: Sun, 17 Feb 2019 02:50:58 
Starting time: Mon, 18 Feb 2019 07:21:54 
Starting time: Mon, 18 Feb 2019 07:31:16 
Ending time: Mon, 18 Feb 2019 07:31:37 
Starting time: Mon, 18 Feb 2019 07:31:42 
Ending time: Mon, 18 Feb 2019 07:32:25 
Starting time: Fri, 22 Feb 2019 14:39:23 
Starting time: Fri, 22 Feb 2019 14:41:37 
Starting time: Fri, 22 Feb 2019 14:42:19 
Starting time: Fri, 22 Feb 2019 14:42:56 
Ending time: Fri, 22 Feb 2019 14:43:09 
Starting time: Fri, 22 Feb 2019 18:12:56 
Ending time: Fri, 22 Feb 2019 18:13:11 
Starting time: Fri, 22 Feb 2019 18:42:36 
Ending time: Fri, 22 Feb 2019 18:43:13 
Starting time: Fri, 22 Feb 2019 18:43:27 
Starting time: Fri, 22 Feb 2019 18:49:02 
Starting time: Fri, 22 Feb 2019 18:58:21 
Starting time: Fri, 22 Feb 2019 19:01:09 
Starting time: Fri, 22 Feb 2019 19:02:36 
Starting time: Fri, 22 Feb 2019 19:03:19 
Starting time: Fri, 22 Feb 2019 19:04:39 
Starting time: Fri, 22 Feb 2019 19:07:17 
Starting time: Fri, 22 Feb 2019 19:08:17 
Starting time: Fri, 22 Feb 2019 19:09:13 
Starting time: Fri, 22 Feb 2019 19:36:00 
Starting time: Fri, 22 Feb 2019 19:37:04 
Starting time: Fri, 22 Feb 2019 19:40:31 
Starting time: Fri, 22 Feb 2019 19:43:10 
Starting time: Fri, 22 Feb 2019 19:45:06 
Starting time: Fri, 22 Feb 2019 19:50:39 
Starting time: Fri, 22 Feb 2019 19:51:25 
Ending time: Fri, 22 Feb 2019 19:52:48 
Starting time: Fri, 22 Feb 2019 20:24:09 
Starting time: Fri, 22 Feb 2019 20:25:48 
Starting time: Fri, 22 Feb 2019 20:26:59 
Starting time: Fri, 22 Feb 2019 20:28:21 
Starting time: Fri, 22 Feb 2019 20:31:07 
Starting time: Fri, 22 Feb 2019 20:33:55 
Starting time: Sat, 23 Feb 2019 21:11:32 
Starting time: Sat, 23 Feb 2019 21:15:58 
Starting time: Sat, 23 Feb 2019 21:18:51 
Starting time: Sat, 23 Feb 2019 21:22:50 
Starting time: Sat, 23 Feb 2019 21:23:54 
Starting time: Sat, 23 Feb 2019 21:25:12 
Ending time: Sat, 23 Feb 2019 21:25:37 
Starting time: Sat, 23 Feb 2019 23:20:55 
Starting time: Sat, 23 Feb 2019 23:23:07 
Starting time: Sat, 23 Feb 2019 23:24:01 
Starting time: Sat, 23 Feb 2019 23:24:44 
Starting time: Sat, 23 Feb 2019 23:25:35 
Starting time: Sat, 23 Feb 2019 23:31:56 
Starting time: Sun, 24 Feb 2019 00:10:06 
Starting time: Sun, 24 Feb 2019 00:11:02 
Starting time: Sun, 24 Feb 2019 00:11:44 
Starting time: Sun, 24 Feb 2019 00:12:30 
Starting time: Sun, 24 Feb 2019 00:13:09 
Ending time: Sun, 24 Feb 2019 00:13:14 
Starting time: Sun, 24 Feb 2019 03:01:51 
Starting time: Sun, 24 Feb 2019 03:08:36 
Starting time: Sun, 24 Feb 2019 03:10:40 
Starting time: Sun, 24 Feb 2019 03:16:06 
Starting time: Sun, 24 Feb 2019 03:18:41 
Ending time: Sun, 24 Feb 2019 03:18:46 
Starting time: Sun, 24 Feb 2019 03:20:44 
Ending time: Sun, 24 Feb 2019 03:20:49 
Starting time: Sun, 24 Feb 2019 03:37:33 
Ending time: Sun, 24 Feb 2019 03:37:39 
Starting time: Sun, 24 Feb 2019 15:49:24 
Ending time: Sun, 24 Feb 2019 15:50:15 
Starting time: Sun, 24 Feb 2019 15:56:42 
Ending time: Sun, 24 Feb 2019 15:56:50 
Starting time: Sun, 24 Feb 2019 15:57:33 
Ending time: Sun, 24 Feb 2019 15:57:50 
Starting time: Sun, 24 Feb 2019 16:12:27 
Starting time: Sun, 24 Feb 2019 16:14:38 
Starting time: Sun, 24 Feb 2019 16:16:26 
Starting time: Tue, 26 Feb 2019 09:20:20 
Starting time: Tue, 26 Feb 2019 09:30:46 
Starting time: Tue, 26 Feb 2019 12:57:12 
Starting time: Tue, 26 Feb 2019 12:59:05 
Starting time: Tue, 26 Feb 2019 13:00:34 
Ending time: Tue, 26 Feb 2019 13:00:40 
Starting time: Tue, 26 Feb 2019 13:01:24 
Ending time: Tue, 26 Feb 2019 13:01:54 
Starting time: Tue, 26 Feb 2019 13:02:08 
Starting time: Tue, 26 Feb 2019 19:27:27 
Starting time: Wed, 27 Feb 2019 12:47:07 
Starting time: Wed, 27 Feb 2019 12:50:38 
Starting time: Wed, 27 Feb 2019 12:52:25 
Starting time: Wed, 27 Feb 2019 12:55:40 
Starting time: Wed, 27 Feb 2019 12:57:51 
Starting time: Wed, 27 Feb 2019 13:02:21 
Starting time: Wed, 27 Feb 2019 13:02:53 
Starting time: Wed, 27 Feb 2019 13:38:31 
Starting time: Wed, 27 Feb 2019 13:40:28 
Starting time: Wed, 27 Feb 2019 13:40:50 
Starting time: Wed, 27 Feb 2019 13:42:51 
Starting time: Wed, 27 Feb 2019 13:48:38 
Ending time: Wed, 27 Feb 2019 13:49:45 
Starting time: Wed, 27 Feb 2019 14:06:17 
Ending time: Wed, 27 Feb 2019 14:07:11 
